1.00000,1.52101,8.75000
1.00000,1.51761,7.83000
1.00000,1.51618,7.78000
1.00000,1.51766,8.22000
1.00000,1.51742,8.07000
1.00000,1.51596,8.07000
1.00000,1.51743,8.17000
1.00000,1.51756,8.24000
1.00000,1.51918,8.30000
1.00000,1.51755,8.40000
1.00000,1.51571,8.09000
1.00000,1.51763,8.56000
1.00000,1.51589,8.05000
1.00000,1.51748,8.38000
1.00000,1.51763,8.50000
1.00000,1.51761,8.39000
1.00000,1.51784,8.70000
1.00000,1.52196,9.15000
1.00000,1.51911,8.89000
1.00000,1.51735,8.44000
1.00000,1.51750,8.52000
1.00000,1.51966,9.00000
1.00000,1.51736,8.70000
1.00000,1.51751,8.59000
1.00000,1.51720,8.43000
1.00000,1.51764,8.53000
1.00000,1.51793,8.43000
1.00000,1.51721,8.43000
1.00000,1.51768,8.54000
1.00000,1.51784,8.49000
1.00000,1.51768,8.69000
1.00000,1.51747,8.55000
1.00000,1.51775,8.56000
1.00000,1.51753,8.55000
1.00000,1.51783,8.75000
1.00000,1.51567,8.57000
1.00000,1.51909,8.78000
1.00000,1.51797,8.68000
1.00000,1.52213,9.57000
1.00000,1.52213,9.57000
1.00000,1.51793,8.77000
1.00000,1.51755,8.64000
1.00000,1.51779,8.59000
1.00000,1.52210,9.74000
1.00000,1.51786,8.76000
1.00000,1.51900,9.00000
1.00000,1.51869,8.83000
1.00000,1.52667,9.82000
1.00000,1.52223,10.02000
1.00000,1.51898,8.91000
1.00000,1.52320,10.06000
1.00000,1.51926,9.14000
1.00000,1.51808,9.03000
1.00000,1.51837,9.07000
1.00000,1.51778,9.02000
1.00000,1.51769,9.06000
1.00000,1.51215,8.35000
1.00000,1.51824,8.43000
1.00000,1.51754,8.03000
1.00000,1.51754,8.27000
1.00000,1.51905,8.76000
1.00000,1.51977,8.67000
1.00000,1.52172,9.54000
1.00000,1.52227,9.69000
1.00000,1.52172,9.61000
1.00000,1.52099,9.40000
1.00000,1.52152,9.85000
1.00000,1.52152,9.85000
1.00000,1.52152,9.82000
1.00000,1.52300,10.17000
2.00000,1.51574,7.36000
2.00000,1.51848,8.32000
2.00000,1.51593,7.83000
2.00000,1.51631,7.89000
2.00000,1.51596,7.90000
2.00000,1.51590,7.96000
2.00000,1.51645,8.03000
2.00000,1.51627,8.04000
2.00000,1.51613,7.94000
2.00000,1.51590,7.97000
2.00000,1.51592,7.97000
2.00000,1.51593,7.86000
2.00000,1.51646,8.10000
2.00000,1.51594,8.05000
2.00000,1.51409,7.08000
2.00000,1.51625,8.21000
2.00000,1.51569,8.03000
2.00000,1.51645,8.08000
2.00000,1.51618,8.12000
2.00000,1.51640,8.08000
2.00000,1.51841,8.96000
2.00000,1.51605,8.27000
2.00000,1.51588,8.39000
2.00000,1.51590,8.22000
2.00000,1.51629,8.24000
2.00000,1.51860,8.60000
2.00000,1.51841,9.13000
2.00000,1.51743,8.90000
2.00000,1.51689,8.54000
2.00000,1.51811,8.79000
2.00000,1.51655,8.79000
2.00000,1.51730,9.23000
2.00000,1.51820,9.42000
2.00000,1.52725,11.64000
2.00000,1.52410,10.79000
2.00000,1.52475,13.24000
2.00000,1.53125,13.30000
2.00000,1.53393,16.19000
2.00000,1.52222,11.52000
2.00000,1.51818,10.99000
2.00000,1.52664,14.68000
2.00000,1.52739,14.96000
2.00000,1.52777,14.40000
2.00000,1.51892,8.21000
2.00000,1.51847,8.43000
2.00000,1.51846,8.28000
2.00000,1.51829,8.31000
2.00000,1.51708,7.88000
2.00000,1.51673,8.03000
2.00000,1.51652,7.96000
2.00000,1.51844,8.42000
2.00000,1.51663,8.03000
2.00000,1.51687,8.10000
2.00000,1.51707,7.99000
2.00000,1.52177,8.52000
2.00000,1.51872,8.55000
2.00000,1.51667,8.60000
2.00000,1.52081,9.85000
2.00000,1.52068,9.57000
2.00000,1.52020,10.56000
2.00000,1.52177,11.14000
2.00000,1.52614,13.44000
2.00000,1.51813,8.15000
2.00000,1.51800,8.21000
2.00000,1.51811,8.12000
2.00000,1.51789,8.44000
2.00000,1.51806,8.38000
2.00000,1.51711,8.11000
2.00000,1.51674,7.90000
2.00000,1.51674,7.99000
2.00000,1.51690,8.11000
2.00000,1.51851,8.41000
2.00000,1.51662,8.23000
2.00000,1.51709,8.18000
2.00000,1.51660,8.81000
2.00000,1.51839,8.68000
